David J. Stewart

Glen Shadix
Lindsay Wagner
Elsa Lanchester
Anna Little
Birgitte Federspiel
Dhiren
Leslie Gilb
Susan Fleetwood
Patti Page
Roman Corbett
Dennis James
Brian Cox
Russ Tamblyn
Tracy Smith
Sylvia Breamer
x Taylor
Michael Gorjian
Shabba-Doo
Austin Trevor
Florence Desmond
Joseph Keaton
Claire Rushbrook
Kelley Ward
Lin Ching Hsai
Keiko Awaji
Kathy Bates
Dick Gautier
Tom Everett
Judy Dench
Ann Duprey
John Sutton
Shaunessey s a
Onlow Stevens
Mary Chris Wall
Joanna Jedryka
Selena Royle
Ron Vawter
Bruno Cremer
Mary Ann Mobley
Jean Cadell
Ralph Byrd
James Laurenson
Annabel Chong
Nicolas Cage
Oprah Winfrey
Max Miller
Wilfred HydeWhite
Polly Walker
Robert Hossein
Edward Fielding
Beverly Todd
Jim Guyette
Fritz Leiber
Anthony Eisley
Reta Shaw
Thorkild Roose
Etta Lee
Tatsuya Nakadai
Jim Carey
Bernard Cribbins
Tito Vadis
Michael D. Roberts
Bryan Genesee
Sara Shane
David Vincent
Jackie Curtis
Fred MacMurrray
Ke Huy Kwan
George Funquist
Jackie Curtid
Leslie Banks
Sheilah Graham
Jay Novello
John Collin
Arhur Hole
Harriet Andersson
Genco Erkal
Megan Cavanagh
David Duhovny
Greg Cruttwell
Marguerite Churchill
Ann Knight
Joe Gibbons
Richard Pryor
Heinz Giese
Michael Hadlow
Sheila Bromley
Dirk Benedict
Philip Ober
Hal Linden
Martin Vignover
Warner Anderson
Desmond Askew
Andre Zwoboda
Paul Simon
Brian Glover
John Colicos
Jimmy "the Greek" Snyder
George Takai
John McEnroe
David Suchet
Paul Reubens
Jada Pinkett
Laura SanGiacomo
Paige OHara
Lilli Bech
Dennis Lawson
Mike Masculo
Piper Laurie
Mary RobinRedd
Lee Grant
Timothy West
Guiliano Gemma
Paul Seiler
Ali Larter
Robert Coates
Ronald Culver
Vincent Elbas
Rachel Roberts
Karisma
John Amos
Kiri Paramore
David Rasche
James Mitchum
Valerie Perrine
Hugh Griffith
Jack Dempsay
Ron Howard
Billy Wirth
Ally Sheedy
Pamela Stephenson
Kelly McGinnis
Fred Astaire
Jane Higginson
Alfred Abel
Atom Egoyan
Matt Freeman
Tom Selleck
No\"el Roquevert
Victoria Haas
Tina Apicella
Maurice Barrier
Nick E.
Elizabeth Aallan
Robert Preston
Raymond Bussieres
Terence Yin
Terry Kilburn
Ruedi Walter
Fred Mancuso
Jacques Purrin
Ann Bancroft
M.C. Shan
Pierre Larquey
Anna Louise Hessing
Trey Wilson
Mabel vanBuren
Nick Farrell
John Forrest
Pete Postlewaite
Michael Riley
Lesley-Ann Down
Henry Sanders
Vernee Watson Johnson
Pepi Hermine
Paul Heideman
Compay Segundo
Purnell Pratt
Della Reese
Eddie Constantine
Ben Keyworth
Susan Cummings
Simon REgianni
Gavin Muir
Giulio Cesare Castello
Don Glover
Kurt Kasnar
Joshua Mostel
Joey Lauren Adams
Frank Pettingell
Vanna White
Henri Cremieux
Gary Burghoff
Amit Rao
Sting
J\"urgen Arndt
Cathleen Nesbitt
Karl Vaananen
Sy Richardson
Blair Underwood
Tom Poston
Pantoliano
Patric Doonan
June Ritchie
Sergei Shakurov
Julie Andrews
J.Carol Naish
Harris Stern
David Ford
Meg Mundy
Lopsang
Herbert Bunston
Roy Robert
Patrick Dempsey
Alan Rickman
Dina Merrill
Michael Nouri
Michael Huddleston
Peter Hoofer
Sherma Lagoo
Mildred Coles
Joan Plowright
Annabelle Sciorra
Lilly Taylor
John Matshikiza
Richard Berthelmess
Lino Brocka
Bette Davis
Harry Green
Brian Libby
Ben Weldon
Tom Bosley
Joshua Tilden
Mona Maris
Michael Elphick
Forest Whitaker
Rosalind Harris
Karina Lombard
Kevin Tighe
Lawrie Bill Nundy
Doris Schade
Urs Althaus
Whip Hutley
Alice Dabo
Jean Martinelli
Pamela Light
Veveca Lindfors
Kevin Spacy
Lola Lane
Claude Atkins
Joan McCracken
Bill McKinney
Barbara Windsor
Laura Gamser
Norman Willis
Eddie Firestone
Goerge Rose
Judy Graubert
Phil Silver
Maria Pavan
Henry Strozier
Kris McQuade
Natalie Trundy
Betta StJohn
Carmine Caridi
Marky Mark
Windsor Taylor Randolph
Manos Katrakis
Scott Sunderland
Frank Bardache
Jeremy Clyde
Diana Scarwid
Alexandro Jodorowsky
Inez Courtney
Arnold Stang
Zane Cassidy
Gloria Stuart
Madeleine Stowe
Kenneth Cranham
Carole Lombard
Eugene Daniels
Basil Sydney
Geoffrey Toonen
Weird Al Yankovic
James Congdon
Tommy Rettig
James Frawley
Jaime Lynn Bauer
Gene Wilder
Warren Hymer
Jamie Foxx
Gary Raymond
Lynda Stedman
Mireille Darc
Mathilde Lambert
Jeanne Lobre
Angelo Evans
Anton Rogers
Jim Watkins
George Takei
Godfrey Tearle
Dieter Schaal
Paul Blujanik
Asuka Okasaka
Matthew Barry
Marc Granger
TerryThomas
Simon McCorkingdale
Brian OHalleran
Stanley Leavitt
Wilfred Hyde-White
Marsha Feher
Halliwell Hobbes
Harold Gordon
Nina Petri
Jonathan Lacey
Rade Serbedzija
Nigel Haver
Joyce Reynolds
Peggy Cass
Christopher Plummer
Neil Fitzpatrick
Alessandro Nivola
Agostina Belli
Fritz Kortner
Josie Lloyd
Barry John
Carl Franklin
Stephen Stucker
Bridgette Wilson
Hedy Lamarr
Mykelti Williamson
Richard Collier
Hogo Weaving
Judy Campbell
Mike Katz
Mark Scott
Christian Marquand
Sam deFrancisco
Qian Po
Jan Murray
Horst Ebersberg
Anita Ekberg
Barry Bernard
Donald Trump
Hilda Simms
Barbara Carrierre
Stephen Elliott
Raul Raul
Pamela Oster
Terry Downes
Geoffrey Toone
Angela Pleasance
Kirstie Allen
Sam Sheppard
Stephen Lack
Fredric March
Rob Lowe
Alexander Scourby
Forrest Tucker
Frank Hanaway
Russel Means
Fortunio Bomanova
Lon Chaney,~jr.
Harold Lloyd
Roy Glenister
Wheaton Chambers
Victoire Thivisol
Craig Wasson
Kim Pope
Charlotte Stewart
Peter Mayhew
Sophie Berger
Kurt Hatch
Beatrice Dalle
Yury Yarvet
Tom Butler
Jerry Austin
Pat Roach
Charles Buchinsky
Ralph Ince
Wesley Snipes
Grant Cramer
Yael Abecassis
Maria Aitkins
Shirley McLaine
John diSantis
Leo Carrillo
Dennis Miller
Sabine Haudepin
Gangapada Bose
Karen Meagher
David Graf
Agnes Ayres
Charles Dingle
Beverly DAngelo
Marjorie Gleason
Richard Powell
Melvin Stewart
Ellen Bursteyn
Claude Silvain
Bris Karloff
Woody Harrelson
Rebecca West
Paola Liguri
Mary Elizabeth Mastrantonio
Chick Vennera
Theresa Lynn
Ann D. Sanders
Matty Rich
JeanClaude Briax
Cordula Trantow
Isabel Huppert
Kent Taylor
Fr\'ed\'erique Jamet
Tom Keene
Bogumil Kobiela
Dylan Baker
Robert Helpmann
Clea DuVall
Kate Hudson
Allison Hayes
Kasi Lemmons
Ben Welden
Yacef Saadi
Fedja van Huet
Julia NicksonSoul
Gajendra
Nicky Henson
Judd Omen
Emil Sitka
Vivian Edwards
Ralph Peters
Gerald papasin
Suan Anspach
Jacqueline McKenzie
Ted Levine
Jeff Seymour
Dewitt Jennings
Ann Robinson
Helen Conrad
June Thorburn
Joss Ackland
Margaret Hayes
Esther Muir
Princess DeBourbon
Will Seltzer
Luc Phillips
John Derek
Edith Piaf
International Crysis
Danny Green
Vivien Merchant
Grady Sutton
Oscar Levant
Irene vanBrugh
Phyllis Brooks
Ted Marcoux
Clint Kimborough
Fred Weintraub
Emilio Estevez
Sam Rockwell
Austin Pendleton
Leo G. Carrol
Elizabeth Sheperd
Susan Harrison
Brenda Bluffin
Jo vanFleet
Patrice Chereau
Lewis Stone
Hoagy Charmichael
Irene Worth
Barbara Luna
Tim PigottSmith
Tommy Trinder
Mark Rietman
Lee San Dee
Norman Lloyd
John Rayner
Diana Wynyard
Dewey Robinson
Reginal Tate
Teresa Ann Savoy
Judd Omes
Stig Jarrel
Gilbert Pruchon
Cab Colloway
Constance Marie
Eugene Choy
Lois Nettleton
Howard E. Rollins~jr.
Jan Nemec
Max Adrian
Lisa Lu
Yvonne Shima
Sylvia Grenade
Anthony Wager
Maria Valdez
J.M. kerrigan
Jake Steinfeld
Linda Chistian
Grant Withers
Ann Gillis
Irena Cashen
Charlotte Greenwood
Gravis Mushnik
Dick LaStrange
Manuael Jacare
Mie Hama
Dark Cloud
Betsy Palmer
Beatrice Roberts
Gregory Harrison
Nana Paleker
Alyson Reed
Kitty ONeil
Tamba
Cristina Raines
Veveka Davis
Vladimir Sokoloff
Sterling Hayden
Roman Navarro
E.G. Marsall
Neil LaBute
Frank deCova
Francis rafferty
Carl Gottlieb
Francisco Rabal
Mario Bonnard
Massima Girotti
Dean R. Brooks
Michael Tucci
Violet Farebrother
Stacy Keach
Olek Krup
Lilian Roth
Linda Boyd
John Hayes Newton
Fabrizio Mione
Marc McDermott
Brigite Bardot
Alma Rubens
Fritz Lang
Barbara Leigh-Hunt
Bianca Trump
Fuller Mellish~jr.
John Hall
Maggie Pierce
Deezer D.
Kirstie Alley
Nicholas Joy
Wolfgang Krause Zwieback
Jacques Pennino
Robert deNiro
Claud Allister
Erica Gavin
Tempe piggott
Clare Holman
Alice Joyce
Steven Guttenberg
Victoria Horne
Robert Dinesen
Patrick Swayze
Harley Jane Kozak
Darryl Dawkins
Max Wright
Matthew McConnaughy
Peter Carsten
Anders deWahl
Stacy Harris
Ernest Dickerson
JeanLouis Richard
Jeanne Moireau
James Brown
Patrick Knowles
Rosemary D
John Spencer
Lisa Jacub
Jeffrey
Zahra Naderi
Ben Becher
Barbara Peckinpah
Welker White
Charles Gioffi
Jeanne Coyne
Steve Martin
Leigh Ann Conley
Brian ODell
Stuart Townsend
Claudia Neidig
Joanne Gleason
Walter Winchell
Catherine Bach
Crispin Glover
Jon Granik
Michael McKeane
Sydney Chaplin
George Carney
George McFarland
Silvio Minciotti
Frank Marlowe
Josette Day
Ashok Kumar
Miles Mander
Georges duFresne
Janet Burnett
Valerie Gaunt
Mandy Moore
Robert Hutton
Bunny Glaser
Russell Wong
Michel Auclair
Vic Wise
Haradhan Banerjee
Richard Travis
Keith Barcs
GianMaria Volonte
Marta Toren
Jenny Cole
Cris Avram
George Memmoli
Francis Dade
Oliver Reed
Darlanne Fleugel
William Fichtner
Jan Oxenberg
Bronson Pinchot
Irene Papas
John P.Ryan
Jeremy Davis
Tim Streeter
Robert Fuller
Nicole Besnard
Matt Loborteax Das
Jana Lund
Elis Presley
Caroline McWilliams
John Pertwee
Lemmy Caution
Bruce Forsyth
Victoria Abril
Patrick McNamara
Eve Olivietti
Shelby Chong
Tony Scopoleto
Yvonne deBray
George Meeker
Nigel Havers
Lisa Golm
Chella Goldberg
Olga Zuiderhoek
Peter Kraus
Carol Channing
Jason Robards
HenriGeorges Clouzot
Renee Godfrey
Vincent Kartheiser
Robert Reed
Luc Thullier
Donald Pleasence
Joe Picopo
Laurent Grevill
Douglass Montgomery
Peter Eyre
Duane Jones
Helen Joe Osment
Arlette Balkis
Franklin Panghorn
Viginia Drake
Mathias Hues
David Zucker
Mabel Poulton
Philip Carey
Rudy lee
Josh Brolin
Murvyn Vrye
Jonathan Munk
Judy Holliday
Renee Taylor
Marllyn Erskine
Jennie Linden
Eleanora RossiDrago
Harry Hilliard
Dean Jones
Leslie Hope
Alan Stock
Simon Baker
Robert Shaw
Dorrie Kavanaugh
Linda Purl
Vanna Barba
Mary Elizabeth Mastroianni
Eric Christen
Woody~Allen
Goerge Marshall
Hilda Vaughn
Brion James
Edmund Gwenn
Joan Barry
Robert Newton
Craig T. Nelson
Frederick Piper
Natasha Parry
Anibali Marchi
Dan Aykroyd
Casey Affleck
Ann Poirot
Reizel Bozyk
Nasicaa Rampony
Sure Mangs
Harry Swoger
Delia Bocardo
Carl Reiner
Jaques Tati
Allan Arbus
Kitty Carlisle
Jeanie McPherson
Gregor Fisher
Cindy Girling
Maurizion Mein
Luis Senco
Dave OBrian
Richard Waring
Leif Ericson
Rita Lupino
Brigitte Fossey
Nicholas Colosanto
Jack ORourke
Roger Rees
Kikko Matsuoka
Sacha Radetsky
Karl Swanson
The Nicholas Brothers
le nain Delphin
Laura Antonelli
Beverly Hope
The Chocolate Watchband
Ingri Black
Armando Araiza
Marjorie Woodsworth
Gastoni Moschin
Dana Ong
Eric Schweig
Ann Reinking
The band
George
Isabel Jewel
David Ladd
Joe Pantoliano
Benny Wills
Willie Brown~jr
Reggie Nalder
Odile Versois
Silvana Mangano
Frank Milan
Ellen Burstyn
Brenda Vaccar
David Allen Gries
Edmond OBrien
Stan Laurel
Elliot Street
Harold Pinter
Anna Neagle
Gary Cole
Daniel Harris
Bernard Goetzke
Pamelyn Ferdin
David Tomlinson
Irene Tedrow
Kiti Manver
Ian Jenble
Ian Cochran
Rip Torn
Fred Savage
Stephen Bekassy
Jim Caviezel
A.Khandi Alexander
Tracy Bergman
Helene Stanley
Christine Lehto
Gage Clark
Anne Towmey
Esmeralda Ruspoli
Julian Reyes
Edwin Carewe
Lew Harvey
Gearge Memmoli
Mickey Sholdar
Bonar Colleano
Frederic dePasquale
John Roselin
Adrian Mars
The Goldwyn Girls
Sambou Tati
Anne Vernon
Jason Williams
Michael Pate
Ettore Cella
Frank McHugh
Raquel Torres
Heidi Komarek
Lorraine Bracco
Sydnet Taffer
Freddie Slack
David Hemmimgs
Elaine Hendrix
Ron Wertheim
Giorgos Foundas
Billy Curtis
Lee Purcell
Hugo delCarril
Randall Batinkoff
Michael Crawford
Hans Marr
Christina Raines
Brickin Meyer
Kettle Rochelle
Edward Earle
Johnny Russel
Jim Haynie
Yannick Noah
Yves Montand
Victor Franceen
Jess barker
Francis Frappat
Elinor OConnel
Salem Ludwig
Donnie Duangan
Tony Shalhoub
Minta Durfee
Edwin S. Porter
Michael Rennie
David Morrissey
Irena Demich
Michael Pare
Sidney Bracey
Monique Gabrielle
Jack Searle
Akiko Wakabayashi
Derk Bogard
Marianne Flynn
Theodore Newton
Eric Mabiuas
David Bursztein
Margaret Landry
Bob Ebbett
Ron Carey
Agenes Moorehead
Celia Lovsky
Cora Witherspoon
Lou Gilbert
Emelio Estavan
George Greico
Kate Hodge
Joan Valerie
Chuck Aspegren
Ronnie R. Randall
Thomas Jackson
Richard Benjamin
Don Henderson
Sandra Oh
Katherine Squire
Don Loper
Tim Hovey
Bob Sweeney
Gordon Goodrow
Ethel Barrymore
Helene Thimmig
Bud Cort
Justin Chadwick
Kenneth Connor
Gary Clarke
Shabana Azmi
Frank Merrill
John Bailey
Nina Meurisse
Edward Jewsberry
Nicole Courcel
Patricia Charbonneau
Helen Gahagan
Elsie Bartlett
John Hawkes
Lynsey Baxter
Jason Isaccs
Adrienne Ames
Juan Jose Gurrola
Frederick Combs
Doug McClure
John MoulderBrown
Peter Bogdanovich
Jonathan RysMeyers
John Morrison
Heather Rattray
Fran Dreschler
Michael Schoefling
Olympia Papadouka
Gus Trikonis
Kurt Masur
Lori Williams
Doroty Tutin
Gottfied John
Govinda
Patsy Kensit
Jon Voight
Cliff Norton
Richard E. Grant
Teresa Berganza
Nance ONeil
Scott Colomby
Noel Ferrier
J.C. Quinn
Joan Cusack
Harry Millard
Yvonne Elliman
Harvey Keitel
Lyme Thigpen
Marcel Pagliero
Louis Calhern
Mako
Reginal Owen
Aino Taube
Tammy Lauren
Denis Leary
Suzanne Pleshette
Josephine Dunn
Oliva dAbo
Mairata Obsiedo
Casey Siemaszko
Roy Glenn
Selmer Jackson
N'Bushe Wright
Aud Egede Nissen
Porter Strong
Mary Clare
Eloise Hardt
Jules Berry
John Garrick
Dan Budge
Elsa Burnett
Mary Duncan
Edward Everettt Horton
Tallulah Bankhead
Veronica Quilligan
Dennis Wyndham
Mary Philbin
James Rebhorn
Carl Linley
Susanna Pasolini
Marcy McGuire
Louise Fletcher
Eva Bartok
I\~naki Aierra
HansJurgen Muller
Christopher Durand
Patrick Allen
Brenda Bruce
Tom Tyler
Helen Hughes
Bernard Horsfall
Adraina Asti
Kathleen Quinlan
Hawthorne James
Sacha Pitoeff
Ludovic Vandendaele
Louise Colpeyn
Meg Dotrice
Hadda Brooks
Kelly Reno
Monte Markham
Jon Leguizamo
John Malokvich
Marc Singer
Jan Sterling
Brian Roper
Gary Kemp
Willy Eichberger
Tamara Shayne
Pierre pi\"eral
Gianfranco Giachetti
Miguel Molina
Roddy McDowall
Kirsten Dunst
Eddy Cochran
Marc Stevens
Brian Wilson
Mireille Balin
Rik VanNutter
Ringo Strarr
Sylvia Miles
The Wiere Brothers
Henning Moritzen
Sonny Craver
Jacqueline Lecomte
Ilka Gruning
William Rushton
Stan Shaw
Vic Perrin
Jack Wild
Bai Ling
Avon Long
Stanley Brock
Eric Bogosian
Blaine Novak
Irene Purcell
Richard Belzer
Emma GriffithsMalin
Sergio Tofano
Olimpia Cavalli
George Pastell
Richard Dreyfuss
Laurie Main
Tito Guizar
Remi Larent
Don McGuire
Sami Bouajila
Wayne Rogers
Joan Sims
Evelyn Keyes
Mick Jagger
Louis Armstrong
Martin Benrath
Arthur Blake
Claude Rich
Yvonne Craig
Roscoe Lee Browne
Mate
Eusebio Poncela
Paul Bigley
Rosemary Clooney
Joseph Schildkraut
Josephine Baker
Ian Henry
Rochelle Davis
Antonio Moreno
Barbara McNair
Peter Capaldi
Jennifer Grey
Frank Morgan
Catherine Mary Stewart
Francis Smith
Badja Dialo
Helen Twelvetrees
Stepan Shkurat
Mary Forbes
Myoshi Umeki
Ian Hunter
Norm McDonald
Anne Parillaud
David Knell
Keith Green
Peter Mullan
Dudley Murphy
Roger Bowen
Dalio
Peter Mullins
Paula Raymond
Charles Aidman
Basil Ruysdael
Dennis Waterman
Eddie Mayehoff
Joseph Kearns
Rex Reed
Alan S. Craig
George Montgomery
Lane Killing
Rosemary Leach
Paul Brinegan
Murray Head
Anna Kaplan
Mario Cotone
Caroleen Feeney
Mary Beth Hurt
Ilse Trautschold
George Lindsay
Bernard Lee
Jochen Schroeder
Claire Kelly
Eartha Kitt
Nadja Nebas
Hallie Kete Eisenberg
Dorothy Revier
Casey Friel
Charlie Rich
Sarah Bennett
Danny Zorn
David Carradine
Mena Suvari
Susie Ceolho
Michel Clark
George Dzundis
Natch Kennedy
Holmes Zimmermann
Faye Marlowe
Francois Perier
Marion Byron
George Mikell
I.S. Johar
Chantal Dernaz
Cyril Magnin
Philip Baker Hall
Jean Tissier
Catherine Demongeot
Michael Moriarty
Mathilde Seigner
Brian Narelle
x Tauber
Preston S. Foster
Deborah Kerr
Rob Reiner
Michael Nyqvist
Simon MacCorkindale
John Slater
Richard Hearne
Emery Powell
Diego Luna
Danavrova
Cathie Merchant
Andre Alerme
Ugo Tognazzi
Gudrun Landgrebe
Harold Gould
Paul Whitthorne
Dave Thomas
Frank Villard
Sean Connery
Sid Cesar
Cissy Meddings
Felicity Kendall
Roland Culver
Elza Siberstein
Norma Connolly
Hugh Walpole
Johnny Johnson
Morris Chestnut
Laura Duke Condominas
Sheila Shaw
Vladica Kostic
Richard Fraser
Helen Sork
F. Murray Abraham
William Blakewell
Darrell Fetty
Sheila Brennan
Elias Koteas
Corin Redgrave
Kristin Hooper
Nicole Alysia
Maude Gill
Lino Capolicchio
Alex Jennings
Henri Marchand
Sheila Frazer
Marianne McAndrew
Alain Delon
Sandy Wyeth
Sarel Bok
Gale Page
George Cooper
John gavin
Richard Grove
Federico Fellini
Bill Conolly
Orson Bean
Mimsy Farmer
Cedric Harwicke
Virginia Field
Anna Svierkier
Paul Burke
Robert Quarry
MarieBrigitte Helm
Venessa Angel
Robert Lowery
Magasli Noel
Yoko Yaguchi
Daliah Lavi
Ian Charleson
Jaqueline Bisset
Holly Gagnier
Ralph Reed
Movor Moore
Juan Jose
Fannie Flagg
Kenneth Patterson
Kenzo
Art Garfunkel
Dwier Brown
Oland Soule
David Keith
Andre Sheron
Valentina Vargas
Anne Harding
Jamie Marsh
Nella Barnier
Madge Sinclair
Terry-Thomas
Shakira Caine
Mireille Perrier
Luca Bercovici
Bruce Seton
Davis Proval
Eric Hoffmann
Richard Gross
John Greenwood
David Farrar
Charles T. Bradstreet
Ronee Blakly
Ed Harrris
Satoshi Terao
Edson Stroll
David Hedison
Alex HydeWhite
Julian Madison
Elizabeth Hurley
Don Taylor
Ann Revere
Lesley Ann Warren
Francis Blanche
Tom Beringer
Patricia Arquette
Leopoldo Trieste
Paul Scofield
David Correia
Kyra Schon
Julie Hagerty
Jack May
Jim Cater
Walter Chiari
Jaenne Crain
Phyllis Love
Michael Wincott
Ethel Ayler
Rolla France
Ray Liu
Dani Levy
Nathan Glazer
George Brent
Tom dAndrea
David Herman
Gerge Baker
Kyoko Kishoda
Louanne
Elliott Reid
Edgar Barrier
Charlie Dale
Sabrina Siami
Basil Sidney
Salvador Dali
Fernando Rey
Orlando Martins
June Allyson
Kevin Dunn
Marella Oppenheim
Edith Evans
David Caruso
Colin Firth
Christopher Jackson
Frances Mercer
Jo Helton
Cecil Parker
John Miller
Gerlad Mohr
Leland Orser
Amrish Puri
Kim Cattrall
Alma Bennet
Lyle Lattel
Benoit Poolvoorde
Robin Givens
Robert deNirto
Dina Spybey
Mamie van Doren
Eisha Cook~jr
Nestor Pavia
Gilbert Green
Ronald Sinclair
Frank Lanning
Lina Basquette
Stephane Beransconi
Patricia Ellis
James Olson
Roger Hill
Leonore Ulric
Paul Bertoya
Hans Conried
Arthur Treacer
Sharon Williams
Dana Burns Westberg
Naoh Beery
Elliott Nugent
Lizbeth MacKay
Ray Teal
Sean OBryan
Jill OHara
Joe Pesci
Theresa Russell
Dominique Sanda
Karin Rasenach
Charles Haid
Cecilia Roth
Tim Thomerson
Marcelo Uriona
Antonio Gades
Brian Worth
Ake Fridell
Vernon Wells
Jack Lambert
Erik King
Nancy Lohan
Alex Lynn
Bonita Granville
John Wood
Jerry Ramos
Arthur Hill
John Kellogg
William Talman
Beverly Roberts
Martha Tilton
Weston McMillan
Dean Stockell
Robert Emhardt
Ed Murrow
John McIntyre
Noah Wyle
Gerard Ismael
Herb Edelman
Don Keefer
Matti Pellonpas
Moroni Olsen
Tom Savini
Ron Bain
Josh Mostel
Milburn Stone
Leelee Sobieski
Yu Fei Hong
Eugene Dekkers
Eileen Colgen
Christopher George
Raymond Cruz
Adolphe Menjou
Francesco diGennaro
Vincent Linden
JeanYves Thual
Anthony Daniels
Richard Haydn
Nester Paiva
Jerry Stiller
Christopher Cousins
Lukas Haas
Claire Tevor
Harry Earles
Florence Eldridge
Tamil Erin
James Remar
Robet Lang
Duke Ellington
Cora Withersppon
Marjorie White
Leigh TaylorYoung
Bill Mumy
Matt Clark
Justin Henry
Howard Petri
Celest Holm
David Leland
Duane Chase
Matti Pellonpaa
Kumi Mizno
Bruce Spence
Leonid Kinsky
Madelaine Rousset
Chris Young
Fiona Lewis
Olinka Beruva
John Zaremba
Robert Paige
Steven Mackintosh
Lois Smith
Harry Connick~jr.
Elina Lowenson
Sam Kunz
Dorothe\'e
Nick Scotti
Harry Glover
Jan Rubes
Walter Abel
Samir Guesmi
Keith Baxter
Harold Peary
Ellen Wade
Farley Granger
Eddie Fisher
Katina Paxinou
William Baldwin
Robert Wuhl
Hattie McDaniel
Ruby Baker
Brenda Fricker
Bill Thurman
Cathy Moriarity
Sal Mineo
Angela Blasi
Jaques Duby
Veronica Carlson
Aline McMahon
John Lone
Katherine MacDowall
Gene Raymon
Micole Mercurio
Claudette Colbert
Giacomo RossiStuart
Macaulay Culkin
Elisa Loti
David Marshall Grant
Gheorge Muresan
Udo Samel
Richard Tucker
Monty Wooley
Everley Gregg
Tony Bill
Miiko Taka
Harvey Fierstein
Linda Darnell
John Compton
Marilyn Tvilla
Brandon Smith
Oliver Martinez
Jack Gilford
N. Valbert
Colette Brosset
Dominic Guard
Roosevelt (Booba) Barnes
Madge Bellamy
Corbin Benson
Mary Badham
Amir Khan
Alexia Keogh
Denise Conrad
India Adams
Eugene Pallette
Faten Hamana
Greta Sacchi
Fenton Terry
Marushka Detmers
Max Baer
Geena Davis
Gregory Ealcott
Hart Hoxie
Heydon Prowse
Richard Edson
Ursula Andress
Eniko Borcsok
John Baragrey
Francis Mathews
Goerge Bancroft
Robert Camilletti
Peggy Davis
Dominique LaCarriere
George Devine
Edan Gross
Richard A. Dysart
Paul Sparke
James Pierce
Jeffrey Lynn
Gloria Franklin
Esther Ralston
Rudolph KleinRogge
Anne Marie Johnson
Eric Braeden
June Walker
Irving Howe
Jerzy Stuhr
Telly Savales
Clint Eastwood
Cloris Leachman
Bebe Daniels
Mickey Daniels
Linda Carpenter
David Moscow
Martha Vickers
Amy Ingersoll
Ronee Blakelee
Marla Shelton
Lois Chiles
Olivier Parniere
Anita Louise
Francois Guerin
Richard Farnsworth
Fred Essler
John Marley
Anna Patrick
Josephine Griffin
Linda Haynes
Mort Sahl
Rita Johnson
David Warren
John Rourke
Natasha Lyonne
Leo Gorcey
Jack Kennedy
Lino Vertus
Eek-A-Mouse
Nathalie Richard
Pat Aherne
Renee Cosima
Kelly Nichols
Biff Elliott
Stella Stevens
Al Martino
James Flavin
Liam Sullivan
Charon Bourke
Edward Woods
Lou Gossett
Baird Wallace
Mac Sennett
Alberto Nepoti
Alex Dreier
Tom Tryon
Art Malik
Gene Davis
E. Liliana
Kadeem Hardison
Stanley Ridges
Fess Parker
The Nichols Brothers
Bernie Casey
Jeremy Rain
Chris Makepeace
George Carlin
Stan Egi
Aloce Ghostley
Dirk Bach
Laurie Holden
David Ward
Gary Oldman
Ish Kabibble
Allen Corduner
Paul Michael Glaser
Donald Hutton
Patricia Kalember
Barbara ONeil
Gugi Bellista
Ernest Sefton
Yves Montmarquette
V.S. Ivasheva
Greer Garson
Claude Laydu
Donald Dillaway
Telly Savalas
Willi Forst
stone
Nella Montagna
Eric Michael Cole
Joseph L. Welch
Alexandra Duah
Elsa Cardenas
Vonetta McGee
Jeffrey Wright
Billy Bob Thornton
Phylllis Haver
Susanne Benton
David Wayne
Anjanette Comer
Jason Chang
Gary Grimes
Nancy Nash
Lyle Lovett
Charley Becker
Anjelica Houston
Romney Brent
Helene Whitney
Catherine Breillat
Lisa Nieme
Antoine Monnier
Jurgen Schornagel
Katy Kurtzman
Mary Bryan
Gloria Talbott
Rosanne Dawson
Roger Imhof
Jane Seymour
Estelle Brody
Stephan Audran
Sylvia Sidney
Mary Garlington
Ben Chaplin
Chuck Hicks
Andrew Knott
Fernando Lamas
Allen Paynel
Pattie Smith
